date,num_headnotes,num_opinions
1927-11-10,32,2054
1928-06-12,56,4312
1927-11-09,34,2993
1928-03-02,26,382
1927-11-09,34,2075
1927-11-09,30,60
1927-12-31,28,443
1927-11-07,42,1795
1927-11-09,52,2185
1928-04-23,39,300
1928-04-18,50,1259
1928-03-15,42,4801
1929-01-08,31,286
1929-01-04,33,355
1929-02-09,31,771
1930-06-10,25,736
1930-04-30,28,719
1931-04-15,38,2223
1931-08-13,46,2384
1930-05-08,35,180
1930-12-13,43,1220
1931-10-31,43,459
1931-06-26,43,2997
1931-12-04,35,5684
1931-10-31,36,538
1931-11-17,28,1983
1931-03-28,37,177
1930-06-09,32,113
1930-10-07,39,1079
1930-09-02,37,1600
1941-03-22,37,2234
1931-07-28,33,2485
1941-01-15,54,5195
1941-02-21,46,1910
1930-12-12,55,4914
1931-12-14,35,90
1930-10-28,49,1429
1941-05-24,42,4284
2001-09-27,65,6886
2002-01-15,83,2721
2001-12-28,58,3835
2002-02-05,74,13185
2001-08-17,64,2365
2001-12-14,76,8071
2001-11-09,79,10044
2001-11-21,87,2779
2001-09-17,57,5640
2001-12-13,152,8884
2002-10-17,106,3607
2002-06-05,100,5859
2002-10-02,83,5725
2002-11-07,96,3605
2003-04-24,113,6308
2002-12-04,63,2570
2002-11-18,57,5099
2002-10-25,63,2477
2003-02-04,52,4689
2002-12-20,132,7494
2002-11-27,65,3177
2002-09-24,46,1225
2002-09-11,64,2136
2002-11-27,61,4983
2003-05-20,51,2425
2003-03-21,113,6512
2003-03-04,69,2762
2002-12-19,86,5453
2002-09-15,128,3646
2002-03-13,64,3294
2002-02-27,63,2582
2002-04-04,55,3230
2002-08-19,56,5915
2002-07-17,80,3439
2002-05-03,61,1912
2002-05-30,64,2452
2002-04-18,66,3735
2002-04-09,63,2621
2002-09-04,225,2484
2002-03-27,60,7867
2002-05-06,132,4577
2002-03-28,74,3248
2002-07-16,70,1914
2002-03-04,60,1024
2002-01-16,66,3937
2001-12-11,51,6513
2002-03-05,65,3597
2002-02-19,67,3981
2002-02-19,65,4504
2002-04-12,50,2839
2002-05-13,59,2856
2002-03-04,52,2616
2002-03-13,46,3932
2002-07-16,49,2249
2002-03-15,41,2236
2002-06-26,80,3266
2002-06-27,64,1042
2002-03-27,112,634
2002-06-04,109,2370
2002-03-06,138,3831
2002-06-04,178,3412
2002-04-05,56,2298
2002-03-21,91,4321
2002-08-02,56,4629
2002-03-07,68,3988
2002-09-06,123,3038
2002-03-19,63,3418
2001-11-26,87,2420
2001-06-21,55,4365
2001-10-31,133,3540
2001-10-18,141,3851
1920-04-18,1851,2037
1920-07-01,81,654
1920-09-18,177,1038
1920-07-01,96,492
1920-06-08,277,2237
1920-07-01,182,2595
1919-05-08,1053,11790
1920-06-15,699,4744
1921-01-22,112,1154
1920-03-19,92,1228
1920-05-27,289,1382
1919-12-04,79,154
1920-10-27,246,734
1920-12-02,180,842
1920-06-08,199,1399
1921-01-08,171,703
1920-02-28,152,314
1920-06-08,137,561
1921-01-22,531,4172
1921-01-19,97,1066
1920-06-30,231,3087
1920-07-01,392,743
1920-09-20,287,4408
1920-07-14,321,1634
1921-02-05,1911,1051
1920-10-05,629,873
1920-03-20,210,1337
1943-04-14,40,3983
1942-11-10,53,1481
1943-11-17,53,2818
1943-05-21,32,1960
1943-07-21,29,1466
1943-10-25,36,3301
1943-12-08,43,2551
1943-05-21,30,904
1943-09-11,71,5785
1943-04-17,32,479
1943-04-29,47,3059
1943-07-13,43,4830
1943-03-19,34,1275
1942-11-17,35,2449
1943-01-25,49,4393
1942-09-24,44,2556
1942-08-19,38,3198
1942-09-23,42,2905
1942-03-16,48,5795
1942-08-18,59,3795
1942-09-18,43,1254
1942-03-23,47,923
1942-06-01,50,3595
1942-04-24,45,318
1942-11-17,33,1951
1942-09-23,40,2414
1942-05-14,52,2939
1942-09-23,52,2231
1944-08-30,37,454
1943-09-20,38,1108
1944-06-30,39,2167
1944-09-13,31,2426
1944-11-03,32,2259
1944-02-14,38,7741
1944-01-12,50,1473
1944-11-29,40,6160
1944-08-18,34,89
1944-11-22,61,4302
1944-09-14,40,5134
1944-11-04,47,3940
1944-03-24,66,6662
1927-11-19,32,1658
1928-05-03,36,2213
1927-10-28,33,118
1928-11-17,34,4797
1928-09-07,29,2179
1928-02-03,25,3038
1927-11-09,46,1955
1928-04-19,39,590
1928-08-21,38,921
1928-01-04,34,4049
1928-06-05,39,547
1928-02-02,34,1045
1927-08-26,36,731
1928-04-03,73,4585
1930-07-17,35,548
1931-12-05,43,542
1930-10-04,97,898
1930-10-04,73,555
1931-06-01,38,868
1931-05-20,30,1825
1930-02-11,32,872
1930-04-26,45,702
1930-04-30,33,1764
1930-12-13,41,729
1930-06-06,36,732
1931-04-28,34,2446
1930-10-02,25,251
1930-12-15,29,656
1930-06-30,30,357
1931-07-28,33,1265
1931-04-11,47,833
1931-10-06,32,3750
1930-12-20,34,888
1930-07-22,36,708
1941-03-14,35,2285
1930-08-08,43,837
1941-05-17,191,4080
1930-08-02,48,854
1930-12-20,29,2183
1941-09-17,40,3471
1930-07-11,35,1049
1941-09-18,42,3167
1930-05-27,36,727
1941-08-13,48,2389
1941-02-01,34,1659
1941-04-05,58,2416
1941-07-31,31,1192
1941-09-09,45,1056
1941-02-14,36,1209
1929-08-14,44,2521
1929-02-18,41,2863
1930-02-06,36,786
1929-08-06,30,1367
1929-11-04,33,616
1929-08-03,40,2566
1929-11-06,47,422
1929-12-21,34,379
1929-10-17,54,2843
1929-10-01,32,1487
1929-06-26,48,1057
1929-05-07,53,3060
1929-10-02,45,839
1929-10-08,62,1876
1930-01-23,36,512
1929-04-19,46,1376
1929-08-06,26,2154
1929-04-11,46,537
1929-06-27,41,3309
1929-08-12,38,2735
1930-03-29,41,842
1930-04-04,33,1245
1930-03-10,35,1253
1929-02-18,38,1659
1954-12-28,119,5020
1955-05-03,49,98
1955-04-15,53,3614
1953-10-20,38,4884
1953-03-28,62,10294
1953-08-27,44,2072
1953-02-19,59,6812
1953-09-11,41,2627
1953-01-14,42,574
1953-11-03,35,2096
1953-11-19,29,2072
1953-06-10,30,2351
1953-04-29,45,2365
1953-10-23,35,1855
1953-04-22,39,1438
1953-06-16,42,3631
1953-09-22,35,3436
1953-07-29,27,2045
1953-09-04,45,4851
1953-10-06,39,948
1953-08-11,38,2303
1953-09-10,43,2043
1953-08-13,53,3714
1953-09-25,53,3623
1953-06-30,31,1625
1952-12-15,38,1271
1954-01-04,40,1520
1954-04-09,62,1388
1954-04-02,37,973
1954-05-07,55,700
1954-01-12,72,59
1954-06-17,49,2212
1954-04-08,47,6684
1954-05-11,33,1681
1954-06-15,41,2520
1954-04-14,33,1389
1954-01-12,41,3880
1954-10-13,36,2145
1954-08-06,39,1055
1954-12-29,38,231
1954-04-21,40,1567
1954-09-09,40,1488
1954-04-14,35,1803
1954-09-28,39,823
1954-01-27,48,1680
1954-11-03,35,318
1954-07-14,71,2579
1954-08-30,30,4549
1954-06-07,42,1523
1954-08-05,43,3380
1954-08-12,42,2852
1954-06-23,28,2077
1954-04-08,28,1217
1954-01-09,33,1083
1954-02-11,45,6664
1954-10-18,38,1183
1954-08-09,30,1104
1954-10-11,59,1191
1954-01-08,50,1640
1954-06-05,41,2695
1954-05-11,43,2594
1925-07-06,27,1458
1925-08-03,49,6920
1927-01-08,48,1659
1923-11-27,38,446
1924-12-30,45,2129
1926-10-20,35,4648
1924-01-26,66,1754
1927-01-15,41,352
1925-12-23,63,1876
1924-09-09,26,86
1925-09-04,34,855
1925-11-03,27,874
1925-02-12,46,2614
1924-10-14,33,1062
1926-08-09,27,1053
1925-07-02,47,20936
1925-03-11,51,1246
1925-10-26,24,757
1926-08-23,29,282
1921-11-30,308,4083
1921-11-30,181,1066
1921-07-23,146,676
1922-01-14,126,3231
1921-10-31,247,1223
1921-10-11,288,3379
1921-07-20,122,775
1921-07-01,243,1883
1921-02-25,147,827
1920-09-02,269,6670
1921-06-25,236,1076
1921-07-20,137,446
1921-11-28,124,1598
1921-06-25,158,1117
1922-02-21,154,1432
1921-03-18,102,233
1922-01-13,124,1291
1921-10-22,185,4192
1921-06-20,241,3632
1921-03-21,216,2038
1921-06-20,136,1858
1921-07-20,207,1901
1921-09-10,972,13907
1921-11-30,105,1241
1922-01-06,211,1780
1922-01-13,206,2215
1937-12-07,63,2448
1938-10-08,56,11057
1938-01-24,42,5737
1938-09-24,52,3383
1938-02-12,44,441
1938-11-18,41,4240
1937-09-14,67,2450
1938-02-12,33,3662
1938-01-04,41,1486
1938-07-16,44,3332
1938-10-10,38,1640
1938-07-15,39,3747
1938-02-18,58,5128
1937-07-26,41,4400
1937-11-15,50,2440
1937-05-10,46,4278
1937-05-17,34,3623
1937-07-24,36,1887
1937-01-07,39,1755
1937-06-21,41,1050
1937-11-15,33,1663
1936-10-28,43,763
1936-12-24,42,1556
1937-01-26,56,2131
1937-05-04,69,1005
1937-05-28,46,1887
1937-07-31,82,10590
1937-09-28,36,1739
1937-07-10,50,2253
1937-04-19,32,4401
1937-11-05,37,3463
1937-09-28,49,2423
1937-11-15,43,2484
1955-12-03,66,2488
1955-11-04,63,1350
1955-11-04,55,1705
1955-12-20,39,1160
1956-01-16,69,1827
1955-08-17,68,686
1955-09-23,54,2816
1955-10-05,48,3775
1955-12-16,78,7202
1956-01-20,107,1193
1956-01-03,79,1950
1932-08-29,43,1001
1932-02-03,55,2350
1932-08-01,34,1249
1932-01-05,45,561
1932-01-04,38,394
1932-06-25,44,634
1931-12-11,40,3327
1932-07-08,41,2524
1931-12-14,33,1452
1932-03-07,52,666
1932-06-24,38,1053
1931-10-10,57,1963
1932-01-16,44,1836
1932-05-02,53,2953
1932-01-04,56,3745
1932-08-19,51,1744
1954-11-22,56,4965
1955-03-03,38,2428
1955-02-28,49,1377
1955-06-15,78,2189
1955-05-26,42,2068
1955-02-04,53,4268
1955-03-01,93,3606
1951-06-12,48,2278
1951-11-08,42,996
1950-12-18,42,1598
1951-04-14,45,1708
1951-04-21,45,1443
1951-09-05,32,630
1951-03-27,34,1901
1951-05-15,34,4385
1951-04-26,43,1996
1950-09-16,76,6185
1951-07-17,47,1642
1951-08-09,35,2186
1951-11-03,35,1436
1951-07-05,41,4402
1951-02-06,42,3453
1951-04-11,44,1548
1951-02-07,36,1067
1951-11-29,38,5318
1951-09-07,40,3543
1951-03-02,30,1080
1949-06-09,43,2722
1949-08-29,66,2875
1948-09-25,42,1917
1949-09-01,45,4699
1948-12-21,50,1211
1949-02-11,63,468
1949-05-05,56,2124
1949-02-11,63,123
1949-03-09,40,3118
1948-12-23,31,2264
1949-06-28,46,3147
1949-06-23,62,1130
1952-04-07,54,6271
1952-01-25,42,888
1952-06-24,33,3683
1952-04-22,43,2066
1952-05-29,49,1359
1952-06-24,32,616
1952-01-25,31,1144
1952-05-23,40,2323
1952-03-07,49,4036
1952-01-08,27,1774
1952-09-25,42,2499
1952-04-10,29,1012
1952-02-21,43,1749
1952-03-18,28,2364
1952-01-19,57,4475
1952-01-16,44,4703
1952-02-14,35,4700
1952-06-11,40,4567
1952-01-15,54,2984
1952-05-14,44,3031
1952-04-16,113,11145
1952-12-12,51,3766
1952-01-25,30,1744
1952-08-05,40,4582
1946-10-24,44,3167
1945-11-30,43,3574
1945-03-28,33,717
1945-03-12,63,5623
1945-03-29,44,4919
1945-08-01,49,4118
1945-04-12,53,3883
1945-11-29,40,3310
1944-10-27,53,985
1945-12-29,37,3197
1945-04-12,39,1173
1946-09-20,40,2054
1946-06-03,34,2190
1946-06-27,30,940
1946-09-30,47,5443
1946-06-27,47,4645
1946-10-23,30,804
1946-04-10,54,2098
1948-04-08,33,608
1948-12-06,34,1073
1948-08-02,45,1360
1947-11-10,47,252
1948-03-03,49,1833
1948-11-24,46,1654
1948-11-24,35,1219
1948-09-24,46,5772
1948-07-19,40,1427
1948-06-02,32,3151
1948-11-24,31,877
1948-09-28,46,4396
1948-03-22,59,2482
1949-12-19,33,1970
1950-08-28,40,1524
1950-10-28,30,1054
1950-08-30,37,1643
1950-01-05,44,853
1950-04-15,35,1600
1950-12-08,36,882
1950-12-06,29,1143
1950-11-17,47,2573
1949-12-27,50,6606
1949-11-29,47,1687
1950-04-14,37,989
1950-07-12,59,4816
1949-12-14,31,1415
1935-10-28,42,2283
1935-06-24,39,2832
1935-04-08,43,3197
1935-03-04,37,1626
1935-04-15,36,1711
1935-10-09,32,1735
1935-03-11,37,401
1935-02-08,110,5675
1935-09-18,43,3250
1935-08-27,34,1389
1935-05-17,31,401
1935-05-01,38,2239
1935-10-28,40,1053
1935-10-16,56,5080
1935-10-28,56,1563
1934-12-31,76,4035
1935-03-11,40,2175
1935-10-02,39,452
1933-07-11,61,5750
1933-02-21,44,306
1933-04-21,51,385
1932-11-19,48,3488
1933-02-16,53,1824
1933-07-24,38,3958
1933-03-28,36,1943
1933-09-26,37,972
1933-02-27,38,1419
1932-11-29,38,2413
1932-08-29,50,1483
1933-01-30,35,1822
1933-04-20,37,6267
1933-09-06,47,2940
1933-05-02,32,1116
1933-02-28,44,1526
1932-08-23,50,1481
1933-04-21,44,285
1947-03-20,44,725
1947-01-30,37,191
1947-04-22,38,1343
1947-10-14,40,3200
1947-12-23,32,282
1947-08-06,37,1129
1947-08-06,42,1357
1947-12-09,50,99
1953-08-25,46,1657
1984-10-10,58,1059
1984-11-29,58,774
1985-04-08,49,1788
1984-09-21,62,1604
1984-05-08,62,2067
1984-11-08,39,1000
1985-04-04,51,1939
1984-10-23,57,3585
1985-01-30,40,1213
1984-11-05,48,1989
1984-10-25,69,2304
1984-11-08,44,2425
1984-12-20,52,1425
1984-11-29,78,742
1984-10-30,49,2155
1983-11-10,63,3123
1985-01-03,47,993
1985-02-05,45,880
1985-01-22,48,2807
1984-05-08,70,2892
1984-07-10,86,4500
1984-05-10,78,5152
1985-04-09,87,1546
1985-03-26,51,7955
1984-09-11,76,2323
1985-05-02,97,4460
1985-05-21,52,2311
1984-05-31,82,1950
1984-11-08,67,1445
1985-06-12,103,1953
1985-03-14,132,4519
1985-04-16,49,1950
1982-10-14,48,3576
1983-02-02,49,765
1982-09-29,60,3871
1983-06-03,50,2809
1982-12-06,44,1096
1983-02-02,48,1247
1982-10-26,44,1011
1983-02-03,119,6028
1983-04-05,67,2333
1983-05-13,48,1100
1983-01-20,58,5695
1983-02-07,95,1062
1983-02-15,49,1101
1983-02-15,51,2706
1983-01-11,53,1531
1982-09-30,57,1319
1982-07-14,42,4263
1983-05-12,42,1798
1983-03-29,58,1957
1982-12-22,48,856
1982-12-29,49,934
1983-03-11,47,1731
1983-02-15,46,594
1982-11-16,61,1802
1982-10-19,23,3407
1983-05-05,49,926
1983-04-28,72,645
1982-11-23,41,1196
1982-11-03,58,798
1982-11-18,59,4804
1983-03-24,55,1051
1983-03-16,56,1319
1983-04-12,72,1885
1983-03-17,92,7770
1983-04-26,85,1099
1982-11-23,86,5571
1983-01-11,131,2501
1982-11-09,45,1155
1990-03-27,58,6078
1990-08-09,47,1658
1990-08-23,46,1075
1989-11-07,82,3807
1990-08-02,55,5370
1990-10-04,65,6056
1990-06-21,47,2063
1990-06-28,31,2205
1990-05-24,52,1844
1990-05-03,56,1683
1990-04-24,56,2077
1990-04-19,67,3314
1990-08-02,44,3863
1990-08-16,63,2288
1990-08-09,71,2401
1989-11-07,57,1826
1990-08-30,51,2035
1990-08-30,42,1218
1990-06-04,36,1295
1990-02-01,56,2897
1990-06-19,95,3362
1990-06-12,71,1430
1990-05-15,53,1758
1992-01-08,60,2355
1991-09-20,52,3131
1991-11-20,53,2869
1991-10-31,43,3271
1992-01-29,51,4296
1992-05-13,52,2854
1991-12-12,58,2702
1991-09-12,51,1525
1991-12-03,60,3573
1992-05-05,46,2034
1991-08-01,50,612
1990-05-31,46,5191
1991-10-11,85,2484
1991-11-08,47,2585
1992-01-06,70,2619
1991-11-18,56,2839
1991-10-08,54,3576
1992-01-07,116,8956
1992-03-10,79,4014
1992-03-31,82,3645
1992-04-01,93,2055
1992-02-10,48,6921
1992-03-26,122,3247
1992-01-16,188,5415
1991-09-27,93,1173
1991-12-31,107,3737
1991-12-18,59,7254
1984-04-13,34,1615
1984-08-23,58,2347
1984-05-15,57,1336
1984-09-24,66,1008
1984-09-10,23,515
1984-01-13,54,1183
1984-09-11,40,2253
1984-08-23,42,2041
1984-03-24,53,2099
1984-04-17,38,1015
1984-02-14,58,2664
1984-04-17,27,560
1984-03-15,34,1940
1984-09-10,44,2787
1984-05-08,37,1451
1984-07-10,43,1533
1984-04-10,47,2125
1983-11-22,48,2529
1984-03-01,55,3408
1984-02-28,59,1598
1984-01-11,52,1064
1984-02-02,67,2300
1983-11-21,77,4282
1984-05-30,57,1795
1984-06-05,58,1740
1984-08-15,90,1931
1984-10-01,41,838
1983-10-06,105,6901
1984-03-21,52,1711
1984-06-05,69,944
1984-04-19,72,3181
1990-04-02,68,5085
1989-09-07,60,2678
1989-12-11,43,2168
1989-11-30,44,3537
1990-01-04,55,2396
1989-12-28,58,3917
1990-04-25,29,1701
1990-01-12,59,1814
1983-08-10,40,949
1983-07-21,115,4251
1983-04-12,71,781
1983-10-13,125,3218
1983-11-23,78,754
1983-12-07,50,1105
1984-01-12,61,2534
1989-12-20,50,1502
1984-01-04,97,2629
1989-11-07,43,2593
1983-11-03,52,1142
1984-01-05,48,2627
1983-04-21,180,4037
1983-11-29,48,1322
1984-01-09,48,1864
1983-06-09,46,1448
1983-09-01,42,1345
1995-01-19,50,2074
1994-09-21,47,1906
1995-01-24,42,1578
1994-12-02,56,3793
1995-02-16,68,2013
1994-09-14,93,1642
1995-01-31,62,1227
1995-03-13,50,1160
1994-10-28,39,3575
1995-03-23,57,4227
1995-01-11,51,2105
1995-04-19,52,1155
1995-04-20,51,1685
1995-01-06,52,1785
1994-10-21,52,5181
1994-12-29,61,3622
1995-01-20,57,3870
1995-02-17,50,3976
1995-04-24,94,1893
1995-05-30,53,867
1995-04-25,61,3677
1995-01-11,95,3848
1995-03-30,154,11252
1995-04-04,50,1624
1994-10-28,57,3355
1995-03-06,71,6711
1995-02-24,186,2344
1994-12-02,85,3501
1995-03-23,96,4003
1994-11-17,77,2741
1993-12-01,122,3006
1994-11-07,76,2001
1994-10-26,98,8463
1994-12-15,47,2650
1995-03-01,73,4303
1993-09-02,102,2673
1994-05-25,60,2394
1994-05-02,55,4713
1994-02-04,61,3953
1994-02-08,68,4369
1994-04-14,61,1742
1994-01-31,46,1140
1994-05-10,49,1863
1994-02-08,56,3852
1994-04-06,52,4282
1993-11-22,98,4835
1994-01-31,79,3525
1994-01-27,79,3129
1993-05-07,57,4294
1994-04-19,56,2022
1994-05-11,42,1861
1994-02-23,110,4782
1994-03-29,87,3594
1994-03-21,70,2429
1994-04-21,63,5991
1994-05-26,72,1624
1995-09-15,43,3834
1995-08-16,58,3315
1995-07-13,72,4507
1995-08-23,50,1189
1995-09-07,42,619
1995-07-07,51,5556
1987-01-27,52,1492
1995-04-20,55,2722
1995-03-27,60,2613
1995-04-10,212,4984
1995-05-02,63,6100
1978-09-12,76,5165
1979-02-15,33,1127
1978-07-10,54,2212
1979-02-14,79,1404
1978-09-22,16,83
1978-11-07,82,3062
1978-11-30,42,1190
1979-01-23,42,1824
1978-11-30,55,1213
1979-02-20,62,1324
1978-05-23,51,1195
1978-07-18,40,3786
1978-08-08,54,2124
1978-06-27,69,1525
1978-08-08,54,906
1978-12-13,44,9082
1979-05-01,38,969
1978-09-14,66,1704
1979-05-01,53,392
1978-06-20,69,1890
1978-11-08,48,1599
1978-08-15,46,5971
1978-08-22,59,1577
1978-09-12,34,1254
1979-02-16,37,1418
1978-12-19,65,1960
1979-04-10,45,1031
1978-12-05,61,1286
1979-03-06,53,4096
1979-03-20,53,2133
1979-01-09,55,3200
1978-08-08,53,436
1979-04-16,52,528
1979-01-25,44,1526
1979-02-06,47,1443
1978-08-15,44,1805
1978-09-12,56,1064
1978-10-24,55,1987
1978-12-21,76,1225
1979-01-02,45,1166
1979-01-25,56,1812
1979-01-25,58,3024
1978-11-22,74,1306
1979-04-18,53,1434
1979-04-03,52,2473
1978-09-05,82,1466
1979-04-03,81,3036
1978-10-23,91,1026
1979-03-20,64,1567
1978-11-17,92,2014
1978-10-03,52,1463
1988-04-11,63,2029
1988-07-12,57,1521
1988-04-21,46,866
1988-08-30,49,989
1988-06-07,44,2483
1986-07-01,56,2673
1988-05-05,64,1988
1988-10-06,51,931
1988-05-03,54,1797
1988-08-02,115,4891
1988-07-29,49,2438
1989-05-23,47,1708
1986-06-10,46,664
1986-09-30,36,291
1988-05-12,51,671
1988-05-04,41,2319
1988-01-26,40,2213
1988-08-02,75,2463
1986-08-14,48,1967
1986-02-25,49,3302
1986-02-06,55,3902
1986-04-11,113,1582
1986-05-08,53,2781
1986-07-25,54,1330
1986-07-10,54,1207
1985-12-10,56,1733
1986-02-06,56,1630
1986-09-30,52,1787
1986-09-18,47,1574
1986-07-21,72,1632
1985-12-10,43,2019
1986-03-25,44,1340
1989-06-22,55,3313
1989-06-22,36,1821
1989-07-05,84,4211
1989-06-27,56,1537
1988-08-25,89,3432
1988-06-30,62,2510
1988-10-13,56,1169
1988-09-27,54,2743
1988-10-18,158,4640
1989-02-17,77,3550
1989-01-10,69,3191
1988-12-06,40,2512
1993-04-07,50,2991
1993-01-05,40,2104
1993-08-26,135,2483
1993-08-10,49,3081
1993-11-02,56,2653
1993-03-18,51,2628
1993-09-29,47,1367
1993-09-15,47,2523
1993-04-26,54,1896
1993-05-06,90,5431
1993-08-11,50,1504
1993-08-10,32,1580
1993-01-20,60,1018
1993-06-24,44,1903
1985-08-20,47,3928
1986-01-06,88,2392
1985-12-17,59,1026
1986-01-27,73,1909
1985-12-03,76,3483
1985-09-04,48,2160
1985-09-03,96,2753
1985-10-29,53,1198
1985-07-02,74,3802
1985-03-26,64,2962
1985-12-17,48,353
1985-10-08,60,2050
1985-09-05,41,1050
1985-12-09,49,980
1985-06-11,47,1268
1985-07-18,47,2064
1985-10-31,55,4758
1985-07-16,56,5438
1984-11-06,48,2407
1985-07-11,38,853
1986-02-04,51,1412
1985-04-02,48,2535
1985-07-02,44,1034
1985-12-05,77,4386
1985-12-12,73,3182
1985-11-21,55,4226
1985-09-03,48,1062
1985-10-16,69,4039
1986-01-07,85,4467
1945-11-01,44,1855
1945-10-19,30,1232
1945-12-22,34,3652
1946-01-03,38,2137
1945-09-05,39,8319
1944-12-20,54,1686
1944-12-15,48,1547
1945-05-25,57,3758
1946-12-23,38,4556
1946-06-27,30,2655
1946-09-28,40,1809
1946-12-26,50,142
1946-12-26,41,2664
1946-04-10,37,8110
1946-12-20,63,4468
1946-10-17,49,1813
1946-01-30,42,2270
1946-11-26,41,4228
1946-11-22,30,378
1946-12-26,50,148
1934-12-11,40,1070
1935-11-15,31,441
1935-07-08,32,979
1935-06-24,45,1720
1935-03-21,47,1780
1935-03-13,44,211
1934-12-11,36,633
1935-09-09,32,475
1934-11-23,33,4395
1935-06-14,51,7427
1935-06-25,107,4980
1935-08-15,41,3293
1935-03-26,39,824
1935-06-06,53,2145
1935-01-08,40,893
1935-08-30,41,3346
1935-09-16,40,5814
1951-07-18,38,1459
1951-04-30,35,1536
1951-08-11,29,869
1951-04-27,30,552
1951-01-15,41,2979
1951-02-13,47,1538
1951-11-17,37,2353
1951-06-14,39,2828
1950-10-24,40,1745
1951-03-16,59,3165
1951-05-19,45,1668
1951-05-28,46,938
1951-09-08,32,490
1951-09-08,30,1477
1950-12-22,40,8026
1951-03-15,44,1307
1951-02-28,35,669
1951-06-13,49,2875
1951-01-03,33,1367
1951-07-23,44,6041
1950-12-20,34,1524
1948-12-02,59,4147
1949-01-05,69,1166
1949-10-13,38,3865
1949-11-07,64,1785
1949-01-25,47,4251
1948-12-16,40,3286
1949-01-06,36,1383
1949-08-01,39,2313
1949-03-08,44,2469
1949-08-15,69,4859
1949-01-05,46,3027
1949-01-26,53,1730
1949-08-15,42,9771
1948-08-16,28,471
1949-10-14,44,4991
1949-05-12,52,1734
1949-03-11,32,7584
1955-12-03,60,1779
1955-09-14,63,1041
1956-01-03,35,3547
1956-01-05,44,1475
1956-01-17,36,2557
1956-01-03,49,1592
1956-01-04,45,1887
1955-08-23,36,512
1956-01-25,35,897
1955-09-07,97,1811
1955-09-15,53,1216
1955-11-04,48,1870
1955-10-19,61,6364
1955-12-22,63,866
1956-01-05,46,945
1931-11-30,72,5477
1932-09-08,44,1369
1932-08-03,40,1833
1932-03-24,53,1305
1932-04-11,42,198
1932-09-07,28,3658
1932-05-12,70,920
1931-12-21,51,4028
1931-12-26,47,485
1932-03-19,29,563
1932-03-23,59,941
1932-07-25,39,2761
1932-09-14,42,2798
1931-09-28,49,2279
1955-07-06,63,850
1955-02-21,80,6256
1955-07-05,67,3806
1955-06-29,39,2252
1955-05-03,49,1868
1955-08-10,43,1267
1955-03-01,43,1533
1955-04-25,46,5073
1955-03-04,65,3146
1955-02-09,159,2969
1955-02-02,77,5248
1955-05-09,81,1385
1940-10-17,33,903
1940-09-23,47,3709
1940-09-17,60,5246
1940-11-14,37,1607
1940-01-13,70,7576
1940-01-19,49,2778
1939-11-20,96,3187
1940-09-04,47,7888
1940-08-17,40,1765
1940-05-28,61,154
1940-10-23,37,1456
1940-01-22,41,3121
1940-09-03,49,1455
1940-02-21,42,2589
1940-11-18,38,2895
1940-04-16,35,5737
1940-09-18,46,3992
1940-02-13,42,1416
1940-09-18,37,2054
1940-09-16,49,1897
1940-05-06,39,1823
1938-06-06,34,1085
1938-07-15,50,4658
1938-01-10,49,9661
1938-01-22,53,3232
1938-04-23,32,1293
1937-08-16,48,972
1952-06-20,39,4470
1952-01-18,54,1027
1952-05-17,35,1340
1952-09-04,35,4886
1952-09-26,33,1517
1952-05-29,39,1827
1952-09-27,33,2026
1952-04-22,35,878
1952-11-20,41,4090
1951-12-31,40,1490
1952-09-06,31,1020
1952-09-27,37,1920
1951-12-14,44,3721
1952-04-22,30,1482
1952-09-25,33,1307
1952-09-04,43,2105
1952-04-10,40,2525
1952-03-01,42,1789
1952-02-20,54,9231
1952-04-02,48,4547
1952-10-02,40,1578
1952-05-31,74,103
1952-03-20,34,945
1921-07-13,248,742
1921-11-17,117,2513
1921-12-24,126,959
1921-07-23,122,499
1921-12-23,126,1692
1921-12-23,155,2037
1921-07-25,276,2677
1921-09-24,150,867
1921-10-22,108,1938
1921-11-14,48,82
1921-10-22,496,1459
1922-01-24,260,4072
1920-09-03,464,1355
1921-06-24,629,2104
1922-01-05,72,283
1922-01-14,171,921
1921-12-23,308,5537
1921-10-13,170,2077
1921-11-19,195,1331
1921-01-24,652,194
1947-03-20,42,3511
1947-03-19,56,8238
1947-04-19,42,2244
1947-10-15,39,1467
1947-05-20,35,1098
1947-12-22,48,1503
1947-12-30,40,1603
1947-01-29,35,721
1946-09-30,36,2642
1947-06-10,49,3165
1947-11-03,36,854
1947-03-01,40,1893
1947-10-22,39,880
1947-04-23,45,1071
1947-10-14,49,1002
1947-03-20,48,1752
1947-04-28,55,556
1947-04-23,33,1635
1947-05-07,67,43
1947-07-23,45,634
1947-07-22,56,315
1947-08-11,36,521
1945-09-24,95,8868
1947-03-20,51,1198
1933-10-20,49,2939
1934-03-27,63,1402
1934-01-22,42,4820
1933-11-20,108,3185
1934-07-30,44,1107
1933-10-26,34,563
1933-11-10,45,2407
1934-07-17,32,360
1934-05-22,52,2326
1934-07-10,31,1681
1934-04-16,43,160
1934-09-04,38,453
1933-12-18,55,2053
1934-10-01,39,942
1934-03-13,53,3522
1933-12-19,39,7774
1942-12-07,33,2058
1934-04-02,53,1426
1942-11-17,38,491
1943-09-16,42,8225
1933-09-26,29,311
1943-12-17,41,855
