date,num_headnotes,num_opinions,year
2002-02-21,40,3590,2002
2001-12-20,27,608,2001
2001-12-06,40,1794,2001
2002-03-07,56,1988,2002
2001-12-06,54,6211,2001
2002-02-14,105,7808,2002
2001-12-13,28,288,2001
2002-03-07,39,1794,2002
2002-02-28,40,1888,2002
2001-11-15,49,1126,2001
2002-01-31,53,3103,2002
2001-12-06,16,198,2001
2001-12-06,41,1921,2001
2002-01-17,31,100,2002
2002-02-07,59,6626,2002
2002-02-14,65,2541,2002
2002-01-31,35,3298,2002
1943-12-06,35,3781,1943
1943-11-15,24,2514,1943
1943-12-06,25,1467,1943
1944-02-14,28,1414,1944
1943-07-12,37,2290,1943
1943-11-08,23,1985,1943
1943-12-13,41,1534,1943
1943-11-08,32,1035,1943
1944-02-28,28,413,1944
1943-10-04,32,1050,1943
1944-03-13,31,1171,1944
1944-02-14,27,1483,1944
1944-03-13,26,2131,1944
1944-02-07,29,1103,1944
1944-02-28,33,1723,1944
1943-11-01,25,1577,1943
1944-03-13,28,2812,1944
1943-11-15,32,1135,1943
1944-02-21,26,1803,1944
1943-12-06,25,1312,1943
1944-01-10,80,1660,1944
1943-12-13,34,1673,1943
1943-11-22,43,2166,1943
1944-01-10,34,4238,1944
1943-06-14,33,975,1943
1944-01-17,23,888,1944
1944-01-17,33,1089,1944
1944-01-31,33,723,1944
1943-12-06,27,2108,1943
1943-10-11,33,1992,1943
1943-10-11,33,856,1943
1944-02-28,31,951,1944
1944-01-17,33,718,1944
1944-01-31,25,1627,1944
1944-03-06,29,913,1944
1943-10-18,32,1344,1943
1944-01-17,33,521,1944
1943-12-06,32,692,1943
1943-10-04,33,814,1943
1943-07-05,26,1868,1943
1944-02-21,28,1580,1944
1943-06-21,36,1013,1943
1944-03-13,47,686,1944
1943-10-18,26,3358,1943
1943-11-29,35,1298,1943
1943-07-12,28,3944,1943
1918-04-01,296,1839,1918
1918-03-18,377,1161,1918
1918-04-15,264,1490,1918
1918-03-04,692,531,1918
1916-03-20,2097,2332,1916
1918-02-04,713,1928,1918
1918-03-18,244,874,1918
1918-03-04,2202,1149,1918
1918-04-15,443,656,1918
1918-02-25,792,1819,1918
1918-03-25,536,2114,1918
1917-12-22,1294,3223,1917
1918-03-25,428,743,1918
1918-03-11,589,2869,1918
1918-03-18,1310,4434,1918
1918-04-08,351,989,1918
1918-02-25,544,1633,1918
1918-04-08,455,1958,1918
1918-04-01,398,1534,1918
1917-05-21,1219,1611,1917
1917-07-09,2271,4750,1917
1917-05-21,306,793,1917
1917-06-04,267,742,1917
1917-06-11,771,981,1917
1917-05-28,1188,630,1917
1917-06-11,2145,1695,1917
1917-05-07,684,2535,1917
1917-06-11,809,284,1917
1917-05-14,341,1014,1917
1917-06-11,1094,407,1917
1917-05-14,831,670,1917
1917-05-21,402,1583,1917
1917-04-30,402,2839,1917
1917-05-21,440,1564,1917
1917-07-02,557,1460,1917
1917-09-24,196,1018,1917
1917-10-01,108,611,1917
1917-07-09,1002,1794,1917
1917-10-22,423,493,1917
1917-05-28,455,1508,1917
1917-06-18,349,1122,1917
1917-10-08,349,1479,1917
1917-10-22,308,506,1917
1917-10-22,544,3165,1917
1917-09-24,204,768,1917
1917-10-22,541,3081,1917
1917-10-15,328,661,1917
1917-10-08,258,750,1917
1917-06-18,313,1211,1917
1917-06-25,394,1643,1917
1917-06-25,480,1098,1917
1917-09-24,362,1500,1917
1917-10-01,401,507,1917
1917-10-22,221,1354,1917
1917-04-30,270,1284,1917
1917-03-05,339,1129,1917
1917-03-19,346,1177,1917
1917-04-16,144,515,1917
1917-03-26,180,1584,1917
1917-04-09,364,1716,1917
1917-04-02,254,890,1917
1917-03-05,359,1197,1917
1917-03-26,194,1135,1917
1917-04-09,114,236,1917
1917-04-16,1578,1005,1917
1917-04-02,791,985,1917
1921-09-26,713,1602,1921
1921-06-06,394,1019,1921
1921-06-27,647,1958,1921
1921-05-30,385,917,1921
1921-05-30,841,2864,1921
1921-05-30,790,1034,1921
1921-09-26,333,1234,1921
1921-06-13,232,397,1921
1921-06-27,666,4668,1921
1921-07-11,435,2093,1921
1921-09-26,397,971,1921
1921-07-11,412,1484,1921
1921-07-11,373,1030,1921
1966-05-16,28,494,1966
1966-03-14,40,2083,1966
1966-01-31,40,2124,1966
1966-05-16,28,1701,1966
1966-01-31,28,1004,1966
1966-01-17,42,1287,1966
1966-04-04,27,849,1966
1966-02-07,29,2779,1966
1966-04-18,46,1711,1966
1966-05-30,28,1949,1966
1966-02-28,29,1838,1966
1966-05-09,26,1047,1966
1966-03-14,31,868,1966
1966-05-02,43,1313,1966
1966-05-02,34,951,1966
1966-04-18,33,860,1966
1966-01-24,24,867,1966
1966-03-28,25,471,1966
1966-05-09,29,1730,1966
1966-04-04,47,2992,1966
1966-05-30,29,1325,1966
1966-02-21,31,426,1966
1966-04-25,40,889,1966
1966-01-10,33,1072,1966
1966-06-06,28,475,1966
1966-02-07,31,1524,1966
1966-03-21,32,717,1966
1966-01-24,41,2105,1966
1966-04-04,30,2253,1966
1966-04-04,26,503,1966
1966-03-28,25,614,1966
1966-04-25,24,924,1966
1966-02-14,32,698,1966
1966-02-14,32,830,1966
1966-03-28,26,436,1966
1966-03-07,29,814,1966
1966-05-09,31,1526,1966
1965-04-26,32,830,1965
1965-04-26,32,1335,1965
1965-05-31,34,1337,1965
1965-04-05,45,1280,1965
1965-04-05,36,597,1965
1965-05-03,23,602,1965
1965-05-03,25,1161,1965
1965-04-19,26,1326,1965
1965-11-08,37,5293,1965
1965-10-18,24,768,1965
1965-05-10,27,401,1965
1965-05-31,31,1757,1965
1965-12-06,36,408,1965
1965-03-01,39,523,1965
1965-12-13,28,2856,1965
1965-10-04,28,1185,1965
1965-10-25,24,578,1965
1965-05-24,27,956,1965
1965-02-15,29,399,1965
1965-05-10,42,1057,1965
1965-11-01,25,868,1965
1965-06-07,36,746,1965
1965-11-08,40,1602,1965
1965-04-19,28,1467,1965
1965-05-03,32,738,1965
1965-09-20,25,543,1965
1965-03-22,31,753,1965
1965-11-15,23,432,1965
1965-09-27,30,473,1965
1965-05-24,34,1065,1965
1965-03-22,28,550,1965
1965-04-12,34,884,1965
1965-02-22,26,588,1965
1965-04-19,36,1470,1965
1965-05-31,28,917,1965
1965-11-29,31,1162,1965
1965-04-12,33,1461,1965
1965-03-29,35,2539,1965
1965-10-25,34,1133,1965
1965-12-20,33,3891,1965
1965-04-05,33,1302,1965
1965-11-29,37,1524,1965
1965-03-29,33,1009,1965
1965-11-15,37,666,1965
1966-01-24,24,370,1966
1980-04-14,45,3039,1980
1980-03-17,53,758,1980
1980-02-27,54,978,1980
1980-02-20,75,2097,1980
1980-02-20,53,1828,1980
1980-02-19,20,151,1980
1980-03-24,15,116,1980
1980-02-13,50,649,1980
1980-03-12,58,702,1980
1980-03-19,52,1214,1980
1980-03-12,50,4943,1980
1980-04-16,54,1384,1980
1980-04-30,45,448,1980
1980-04-30,46,753,1980
1980-03-12,46,945,1980
1980-04-28,39,2400,1980
1980-02-25,48,1417,1980
1980-02-27,49,707,1980
1980-04-30,55,1523,1980
1980-04-21,45,1092,1980
1980-04-16,60,3158,1980
1980-04-21,53,443,1980
1980-02-19,38,1291,1980
1980-04-02,43,862,1980
1980-04-16,47,769,1980
1980-02-20,43,623,1980
1980-04-07,43,467,1980
1980-04-02,44,1389,1980
1980-04-23,50,1226,1980
1980-04-28,50,1123,1980
1980-04-28,30,1195,1980
1980-04-28,47,3148,1980
1980-04-30,47,1680,1980
1980-02-13,54,789,1980
1980-04-14,17,27,1980
1980-03-12,55,1085,1980
1980-03-24,35,1480,1980
1980-03-24,48,1624,1980
1980-03-19,45,1126,1980
1980-02-04,35,2306,1980
1980-04-28,43,1095,1980
1980-02-20,39,1095,1980
1980-04-16,54,1196,1980
1980-03-10,50,650,1980
1980-04-16,42,866,1980
1980-02-27,79,1384,1980
1980-03-31,37,411,1980
1966-11-07,32,373,1966
1967-02-06,34,2704,1967
1966-12-05,30,370,1966
1966-10-24,41,1116,1966
1966-10-31,42,1113,1966
1966-10-17,33,1027,1966
1966-11-07,26,647,1966
1967-02-20,28,824,1967
1967-02-06,44,1474,1967
1966-11-07,34,1266,1966
1967-01-30,37,3241,1967
1966-09-26,49,1644,1966
1966-11-21,34,989,1966
1966-11-28,33,1016,1966
1966-12-05,43,1844,1966
1966-11-07,29,1253,1966
1966-10-10,26,290,1966
1966-11-21,41,948,1966
1967-02-13,32,878,1967
1966-11-07,31,997,1966
1966-11-28,35,1368,1966
1966-09-12,28,2293,1966
1966-11-14,33,854,1966
1967-01-16,41,1761,1967
1967-02-20,33,982,1967
1966-12-12,36,1258,1966
1967-01-09,28,1051,1967
1966-10-17,37,2368,1966
1966-12-19,51,1049,1966
1966-09-26,30,2251,1966
1966-12-19,24,501,1966
1967-02-20,48,1247,1967
1966-12-19,37,1387,1966
1966-11-07,33,872,1966
1967-01-30,37,1490,1967
1966-12-12,44,1534,1966
1966-09-26,29,1336,1966
1966-09-26,26,2263,1966
1966-10-10,38,2555,1966
1967-01-01,26,966,1967
1967-02-13,30,1771,1967
1967-01-30,60,2829,1967
1966-11-14,39,871,1966
1964-02-17,28,1098,1964
1963-11-26,26,1850,1963
1964-02-17,31,913,1964
1963-12-09,24,831,1963
1964-01-20,45,1147,1964
1964-04-06,28,113,1964
1964-02-10,35,1399,1964
1963-11-26,32,763,1963
1963-12-16,25,1051,1963
1964-02-24,32,636,1964
1964-03-02,26,2275,1964
1963-12-16,31,704,1963
1963-12-23,35,809,1963
1963-10-28,28,1457,1963
1964-02-03,54,1240,1964
1963-11-04,28,1362,1963
1964-04-13,33,390,1964
1964-02-24,26,814,1964
1963-11-26,31,1377,1963
1963-10-07,32,721,1963
1963-11-26,36,2904,1963
1963-11-04,42,2716,1963
1963-10-28,29,877,1963
1963-11-11,30,1257,1963
1963-11-11,24,1489,1963
1963-11-18,23,1429,1963
1963-12-02,33,2428,1963
1963-12-16,31,1502,1963
1964-02-10,44,1662,1964
1964-01-20,31,1181,1964
1963-10-21,33,2648,1963
1963-10-14,34,1624,1963
1963-12-02,31,1870,1963
1964-03-09,32,880,1964
1964-04-06,23,1109,1964
1964-02-03,29,667,1964
1964-02-03,42,972,1964
1979-10-03,41,1358,1979
1979-10-15,37,4106,1979
1979-09-24,50,872,1979
1979-07-09,60,490,1979
1979-08-29,60,1185,1979
1979-07-02,42,721,1979
1979-09-24,58,825,1979
1979-09-24,41,929,1979
1979-08-22,41,2412,1979
1979-09-19,43,734,1979
1979-10-10,34,897,1979
1979-09-19,54,873,1979
1979-06-25,32,3998,1979
1979-06-18,45,7231,1979
1979-06-25,47,595,1979
1979-07-02,37,852,1979
1979-07-02,39,926,1979
1979-07-09,40,2333,1979
1979-09-04,37,883,1979
1979-09-10,32,1710,1979
1979-09-17,47,359,1979
1979-10-08,42,1620,1979
1979-10-15,32,4182,1979
1979-08-08,54,1528,1979
1979-10-10,36,1145,1979
1979-09-10,34,1003,1979
1979-06-25,41,1060,1979
1979-09-24,46,3120,1979
1979-09-10,48,1227,1979
1964-06-01,36,2088,1964
1964-12-07,41,2034,1964
1964-11-23,27,955,1964
1964-11-16,24,559,1964
1964-05-25,36,3687,1964
1965-01-25,32,658,1965
1964-09-28,39,398,1964
1965-01-11,24,190,1965
1964-12-14,39,1988,1964
1964-10-26,37,1704,1964
1964-04-20,26,633,1964
1964-06-01,32,1302,1964
1964-06-01,39,5335,1964
1964-10-05,31,1394,1964
1964-11-30,33,1104,1964
1964-06-01,28,420,1964
1964-11-02,32,831,1964
1964-05-04,24,1859,1964
1965-01-11,36,535,1965
1965-01-18,21,242,1965
1965-02-01,24,369,1965
1964-09-21,32,1337,1964
1965-02-01,37,1323,1965
1965-01-11,24,1328,1965
1964-10-26,37,5125,1964
1964-09-28,25,45,1964
1964-05-18,36,728,1964
1964-12-21,31,2232,1964
1964-12-21,24,330,1964
1964-09-21,29,724,1964
1964-05-25,28,922,1964
1964-04-27,41,1365,1964
1964-11-16,29,2611,1964
1964-12-07,35,1355,1964
1964-10-05,33,994,1964
1964-10-05,35,1950,1964
1967-06-05,46,604,1967
1967-05-29,33,1672,1967
1967-05-29,38,2597,1967
1967-05-01,30,178,1967
1967-05-29,32,2297,1967
1967-03-13,32,676,1967
1967-03-13,55,223,1967
1967-06-05,37,3120,1967
1967-05-29,28,648,1967
1967-06-05,32,1166,1967
1967-05-01,30,1255,1967
1967-05-22,32,837,1967
1967-06-05,35,613,1967
1967-05-01,42,1024,1967
1967-04-24,43,2249,1967
1967-05-22,36,1788,1967
1967-06-05,45,3674,1967
1967-06-05,32,2079,1967
1967-05-15,40,2251,1967
1967-05-15,40,2209,1967
1967-06-05,36,1004,1967
1967-05-29,31,1898,1967
1967-03-20,35,2482,1967
1967-03-13,35,1127,1967
1967-02-27,34,1073,1967
1967-03-06,30,2675,1967
1967-03-13,32,2020,1967
1967-03-20,36,1239,1967
1967-04-17,38,572,1967
1967-05-15,35,683,1967
1967-04-10,38,597,1967
1967-03-06,35,1021,1967
1983-05-23,49,990,1983
1983-04-11,41,84,1983
1983-05-02,44,1806,1983
1983-06-13,36,1029,1983
1983-05-16,42,877,1983
1983-04-04,42,190,1983
1983-05-31,40,122,1983
1983-03-28,42,225,1983
1983-05-09,44,2743,1983
1983-05-31,49,628,1983
1983-04-11,32,294,1983
1983-04-25,40,1056,1983
1983-04-11,49,685,1983
1983-04-25,36,560,1983
1984-02-27,40,1216,1984
1983-11-21,43,1127,1983
1984-02-06,38,165,1984
1983-12-12,36,1027,1983
1983-11-28,43,212,1983
1984-02-06,39,503,1984
1983-12-19,42,956,1983
1984-01-09,35,784,1984
1984-01-16,49,548,1984
1983-12-05,34,402,1983
1983-12-19,35,85,1983
1983-12-19,42,639,1983
1984-02-06,38,451,1984
1984-02-13,43,708,1984
1983-11-21,35,389,1983
1983-12-19,60,1144,1983
1984-01-23,43,749,1984
1984-01-30,42,362,1984
1984-02-27,47,797,1984
1983-12-05,51,418,1983
1983-12-12,35,644,1983
1984-02-27,38,1074,1984
1984-01-16,86,1016,1984
1983-12-12,37,859,1983
1983-12-19,76,2660,1983
1984-03-05,34,1291,1984
1983-11-28,43,430,1983
1984-03-19,60,4010,1984
1984-05-29,45,731,1984
1984-03-12,40,807,1984
1984-05-14,52,1386,1984
1984-05-14,32,345,1984
1984-05-07,31,234,1984
1984-06-04,43,481,1984
1984-04-09,37,1112,1984
1984-05-29,67,1009,1984
1984-05-21,39,270,1984
1984-03-26,58,801,1984
1984-05-14,48,704,1984
1984-05-21,29,1032,1984
1984-06-04,38,480,1984
1984-06-04,38,1641,1984
1984-03-26,33,1001,1984
1984-04-02,56,2182,1984
1984-05-21,52,1051,1984
1984-05-07,41,335,1984
1984-04-16,35,105,1984
1984-04-30,71,546,1984
1984-06-04,38,1395,1984
1984-04-23,37,721,1984
1984-04-02,36,841,1984
1984-05-29,29,754,1984
1984-05-21,55,993,1984
1973-09-10,37,735,1973
1974-02-04,37,5514,1974
1973-12-17,32,1924,1973
1973-10-01,41,458,1973
1973-10-08,37,851,1973
1973-09-24,33,2326,1973
1973-12-24,44,3179,1973
1973-12-03,36,2172,1973
1973-11-05,36,846,1973
1973-11-19,47,400,1973
1973-10-15,45,1376,1973
1973-12-10,32,1338,1973
1973-10-29,37,887,1973
1973-10-08,30,1614,1973
1974-02-11,39,836,1974
1974-01-21,36,143,1974
1974-02-04,42,4406,1974
1973-10-15,74,4670,1973
1973-12-10,41,2831,1973
1973-10-22,26,523,1973
1973-09-24,29,1680,1973
1973-12-17,39,1981,1973
1973-10-22,47,6115,1973
1973-09-24,38,1430,1973
1973-09-17,38,2133,1973
1973-10-08,33,657,1973
1973-10-15,31,747,1973
1973-11-13,31,2070,1973
1973-11-19,41,1271,1973
1973-12-17,36,799,1973
1974-01-28,27,1860,1974
1974-02-11,33,2493,1974
1974-02-04,32,794,1974
1973-09-24,45,826,1973
1973-10-29,40,3062,1973
1973-12-24,27,816,1973
1973-12-24,37,3271,1973
1973-10-29,32,2664,1973
1973-11-26,41,8022,1973
1973-10-22,39,777,1973
1973-10-22,53,2258,1973
1973-11-05,27,1563,1973
1974-01-14,47,569,1974
1974-02-04,38,1926,1974
1973-11-13,81,1510,1973
1970-10-12,41,1799,1970
1971-02-15,39,3392,1971
1971-02-15,35,2807,1971
1970-11-09,42,2297,1970
1970-12-21,37,1090,1970
1971-01-18,33,863,1971
1971-01-25,33,1631,1971
1970-12-21,35,2013,1970
1971-12-14,38,556,1971
1971-02-01,27,456,1971
1970-11-16,30,2016,1970
1970-11-16,40,1552,1970
1970-11-23,30,808,1970
1971-02-01,27,1353,1971
1970-11-02,39,779,1970
1970-10-19,32,3875,1970
1970-10-23,39,2140,1970
1970-12-14,31,4276,1970
1971-01-25,32,544,1971
1971-02-08,30,3140,1971
1971-02-01,34,796,1971
1971-02-15,40,1332,1971
1971-01-25,37,895,1971
1970-11-02,37,1841,1970
1971-01-18,37,2292,1971
1970-09-21,34,369,1970
1970-09-28,41,1465,1970
1970-09-28,32,1174,1970
1970-10-05,31,2053,1970
1970-10-19,28,447,1970
1970-10-26,42,3626,1970
1970-11-02,30,1229,1970
1970-11-09,36,1660,1970
1970-12-07,29,2182,1970
1970-12-21,29,594,1970
1970-10-05,32,1117,1970
1971-02-22,44,842,1971
1971-02-22,37,2337,1971
1970-10-12,30,2281,1970
1970-12-21,37,1885,1970
1970-10-19,31,2612,1970
1950-04-03,25,1174,1950
1950-06-19,31,746,1950
1950-10-02,31,1512,1950
1950-11-06,32,1731,1950
1950-05-22,36,2293,1950
1950-05-29,36,807,1950
1950-06-26,26,1508,1950
1950-11-06,33,514,1950
1950-05-29,34,1114,1950
1950-05-29,27,887,1950
1950-06-26,35,504,1950
1950-11-13,37,2056,1950
1950-11-13,18,429,1950
1950-05-01,35,1559,1950
1950-11-20,18,1686,1950
1950-06-12,24,823,1950
1950-06-19,35,593,1950
1950-06-12,37,917,1950
1950-03-20,32,1302,1950
1950-06-05,28,591,1950
1950-10-09,35,832,1950
1950-10-09,25,639,1950
1950-04-24,42,1676,1950
1950-11-06,27,2062,1950
1950-11-13,24,632,1950
1950-04-10,42,5590,1950
1950-04-17,34,5220,1950
1950-04-10,42,4189,1950
1950-05-08,33,1012,1950
1950-05-15,30,3018,1950
1951-12-10,24,1848,1951
1951-11-05,39,1920,1951
1951-07-09,26,1213,1951
1952-01-21,41,903,1952
1951-05-21,24,820,1951
1951-10-15,32,468,1951
1951-07-09,48,1900,1951
1951-07-09,24,2690,1951
1951-07-02,26,454,1951
1951-12-17,39,1579,1951
1951-11-12,28,447,1951
1952-01-01,30,1803,1952
1951-10-15,35,704,1951
1951-06-18,32,687,1951
1951-11-26,33,1220,1951
1951-07-02,37,1321,1951
1951-07-09,35,1973,1951
1951-12-10,31,787,1951
1952-01-07,25,1305,1952
1952-01-28,23,657,1952
1951-12-17,30,1321,1951
1951-10-29,28,1724,1951
1951-07-09,37,2849,1951
1951-12-03,31,928,1951
1951-11-19,24,2089,1951
1951-11-12,33,1515,1951
1952-01-14,19,1353,1952
1952-01-14,45,2335,1952
1951-10-22,33,685,1951
1961-01-23,31,1319,1961
1961-03-13,33,969,1961
1961-06-05,62,1716,1961
1961-04-03,28,3069,1961
1961-09-18,38,3278,1961
1961-02-13,47,3804,1961
1961-10-09,32,241,1961
1961-03-06,30,738,1961
1961-01-23,23,189,1961
1961-10-16,32,905,1961
1961-03-27,30,2503,1961
1961-05-29,33,836,1961
1961-10-16,43,2032,1961
1961-06-05,27,257,1961
1961-03-27,33,964,1961
1961-05-15,30,1832,1961
1961-04-10,24,3450,1961
1961-04-03,33,2051,1961
1961-03-27,35,3754,1961
1961-05-29,39,2777,1961
1961-06-05,29,2194,1961
1961-01-23,24,748,1961
1961-04-10,37,654,1961
1961-02-06,28,1642,1961
1961-10-02,29,1030,1961
1961-03-20,28,2033,1961
1961-02-13,37,4230,1961
1961-01-30,25,893,1961
1961-05-29,38,1229,1961
1961-03-06,31,1255,1961
1961-05-08,31,357,1961
1961-05-08,30,1156,1961
1961-04-17,27,1339,1961
1961-05-08,17,1047,1961
1961-06-05,28,1141,1961
1961-09-25,36,951,1961
1962-03-05,32,1594,1962
1961-12-11,27,1124,1961
1962-02-12,32,2688,1962
1962-04-02,28,2288,1962
1961-11-13,29,1623,1961
1962-03-19,32,1338,1962
1962-02-12,28,2954,1962
1962-03-26,39,970,1962
1961-10-30,27,2051,1961
1962-01-29,24,1205,1962
1962-04-16,24,516,1962
1962-01-08,28,1098,1962
1961-12-18,29,1752,1961
1962-04-23,35,764,1962
1962-02-12,34,2047,1962
1962-02-19,28,1425,1962
1962-04-30,33,701,1962
1962-02-26,30,1491,1962
1962-03-26,29,974,1962
1962-03-12,39,1060,1962
1962-03-12,38,1789,1962
1961-10-30,34,1372,1961
1961-12-18,45,3958,1961
1961-11-27,28,271,1961
1962-01-22,35,1140,1962
1961-12-04,28,511,1961
1961-11-13,40,3122,1961
1962-02-12,31,144,1962
1962-04-30,24,504,1962
1961-11-20,27,802,1961
1961-12-04,35,770,1961
1962-01-08,32,1210,1962
1961-10-23,29,730,1961
1962-03-05,29,1058,1962
1961-11-27,30,1890,1961
1962-01-22,33,1507,1962
1962-04-02,38,1703,1962
1962-04-09,25,1049,1962
1962-04-09,60,2085,1962
1962-04-23,26,839,1962
1961-11-06,67,2533,1961
1962-03-26,26,1544,1962
1961-10-30,45,4604,1961
1957-11-04,33,2300,1957
1958-03-03,29,1352,1958
1957-12-23,32,655,1957
1957-12-09,27,1189,1957
1957-12-16,28,1283,1957
1958-03-03,37,2008,1958
1958-03-10,33,1713,1958
1958-02-17,27,2238,1958
1957-11-04,33,2055,1957
1957-11-04,45,2676,1957
1958-04-21,32,1173,1958
1957-12-02,24,900,1957
1958-03-17,29,876,1958
1957-09-30,34,1456,1957
1957-10-07,31,1097,1957
1957-10-07,34,2552,1957
1957-12-23,33,1131,1957
1958-01-20,31,2089,1958
1958-03-17,28,1459,1958
1958-04-21,24,1491,1958
1957-11-11,27,578,1957
1958-04-07,27,902,1958
1958-04-21,32,1187,1958
1958-04-14,32,1370,1958
1958-03-24,30,332,1958
1958-01-20,35,1305,1958
1957-09-30,31,1090,1957
1957-09-30,42,855,1957
1957-10-21,34,1818,1957
1957-10-28,30,2996,1957
1957-11-18,39,942,1957
1957-12-02,57,2896,1957
1957-12-02,31,1377,1957
1958-01-20,44,2507,1958
1958-02-10,41,2745,1958
1958-02-24,34,1536,1958
1958-05-05,39,2102,1958
1958-04-28,42,1851,1958
1958-03-24,34,797,1958
1957-09-30,31,1945,1957
1957-12-16,24,1083,1957
1978-05-15,31,397,1978
1978-06-19,34,990,1978
1978-07-03,46,3700,1978
1978-03-06,44,2508,1978
1978-05-15,44,976,1978
1978-06-26,57,1047,1978
1978-06-12,37,474,1978
1978-04-24,37,981,1978
1978-04-03,32,277,1978
1963-06-03,25,891,1963
1978-04-03,44,525,1978
1963-09-16,31,1952,1963
1963-02-25,25,1898,1963
1963-03-25,39,1535,1963
1963-03-25,47,984,1963
1978-03-27,34,803,1978
1963-06-03,26,2396,1963
1963-09-23,27,2507,1963
1963-01-28,34,2988,1963
1978-05-01,52,986,1978
1978-05-30,33,1018,1978
1978-06-05,35,296,1978
1978-03-20,32,555,1978
1978-05-08,39,3212,1978
1978-04-17,37,669,1978
1978-04-10,49,1191,1978
1978-05-15,27,572,1978
1978-05-22,35,1230,1978
1978-06-19,43,378,1978
1978-06-12,46,1627,1978
1978-05-30,37,2376,1978
1978-06-19,37,1609,1978
1978-06-26,41,2456,1978
1978-06-26,41,909,1978
1978-04-17,164,1726,1978
1978-06-05,43,769,1978
1962-05-21,25,922,1962
1962-05-21,23,1402,1962
1963-01-14,38,721,1963
1962-11-12,38,1915,1962
1962-05-21,43,2853,1962
1962-11-19,39,1729,1962
1962-11-05,31,3939,1962
1962-12-10,28,1013,1962
1962-12-17,24,2433,1962
1962-05-14,28,1005,1962
1962-10-22,24,1265,1962
1962-09-17,24,883,1962
1962-05-07,29,1830,1962
1962-12-03,45,1055,1962
1963-01-07,28,610,1963
1962-10-01,31,682,1962
1962-12-10,36,1233,1962
1962-05-28,27,1299,1962
1962-12-17,23,1337,1962
1962-05-28,23,906,1962
1962-12-17,26,1061,1962
1962-09-17,27,704,1962
1962-10-22,24,1221,1962
1962-10-15,36,2070,1962
1963-01-14,29,1003,1963
1962-09-17,53,2438,1962
1963-01-14,25,1070,1963
1962-11-26,30,3170,1962
1962-12-03,33,1775,1962
1963-01-21,31,1320,1963
1962-09-24,29,564,1962
1962-12-17,33,670,1962
1963-01-28,40,2575,1963
1963-02-11,23,1499,1963
1963-03-04,24,1541,1963
1963-04-15,26,785,1963
1963-05-27,27,759,1963
1963-03-04,29,1969,1963
1963-04-01,34,495,1963
1963-01-28,23,1270,1963
1963-02-04,24,1379,1963
1963-04-15,29,1427,1963
1978-06-19,38,1281,1978
1963-03-18,34,711,1963
1978-07-10,31,1050,1978
1978-06-05,40,931,1978
1978-05-22,41,2433,1978
1963-06-03,33,1105,1963
1978-06-05,38,1043,1978
1978-05-01,43,375,1978
1978-06-26,35,741,1978
1978-06-12,46,666,1978
1978-06-05,46,1530,1978
1963-03-04,25,1605,1963
1963-02-18,34,2741,1963
1963-09-09,28,1537,1963
1963-03-04,28,1695,1963
1963-09-23,23,687,1963
1957-02-18,36,1916,1957
1956-06-25,33,246,1956
1956-10-01,41,2343,1956
1956-11-05,34,1196,1956
1956-11-19,31,1881,1956
1968-05-27,40,2992,1968
1968-04-08,45,2297,1968
1968-03-04,31,788,1968
1968-04-29,37,663,1968
1968-06-03,36,1090,1968
1968-05-21,38,1079,1968
1968-04-22,29,2419,1968
1968-04-29,30,3030,1968
1968-04-01,33,1037,1968
1968-04-15,35,1958,1968
1968-05-27,38,499,1968
1968-05-06,28,1124,1968
1968-06-03,29,1222,1968
1968-02-05,38,1248,1968
1968-05-13,41,1683,1968
1968-06-03,39,1529,1968
1968-03-18,42,4385,1968
1968-04-08,31,612,1968
1968-02-05,31,1177,1968
1968-02-19,34,295,1968
1968-02-05,35,2524,1968
1968-03-04,32,2345,1968
1968-05-13,36,2061,1968
1968-06-03,36,1716,1968
1968-02-12,46,763,1968
1968-02-19,34,2881,1968
1968-05-13,30,570,1968
1968-02-12,45,1606,1968
1968-02-19,38,2800,1968
1968-03-04,41,2188,1968
1968-03-11,37,2678,1968
1968-04-15,38,1461,1968
1968-05-06,37,1477,1968
1968-05-06,36,2191,1968
1968-05-21,34,947,1968
1968-05-27,42,904,1968
1968-06-03,30,865,1968
1968-02-26,32,1117,1968
1968-06-03,27,1384,1968
1968-04-01,50,1679,1968
1952-01-07,24,3551,1952
1951-06-11,31,1653,1951
1950-06-12,33,1505,1950
1950-06-19,44,2942,1950
1950-05-08,25,2341,1950
1950-04-17,29,596,1950
1970-03-16,33,2595,1970
1970-03-16,38,1782,1970
1970-06-29,35,1496,1970
1970-06-22,42,884,1970
1970-04-06,29,770,1970
1970-04-27,38,787,1970
1970-05-11,35,722,1970
1970-04-27,28,510,1970
1970-03-16,35,958,1970
1970-03-23,33,842,1970
1970-05-11,37,2479,1970
1970-06-15,65,5815,1970
1970-05-25,29,174,1970
1970-06-15,34,1124,1970
1970-03-09,38,1019,1970
1970-05-11,33,738,1970
1970-06-01,37,1791,1970
1970-03-02,34,351,1970
1970-03-16,28,2674,1970
1970-06-22,31,1574,1970
1970-05-25,38,1676,1970
1970-06-15,33,3868,1970
1970-02-09,28,1918,1970
1970-04-27,27,2077,1970
1970-04-13,40,4244,1970
1970-03-23,31,1755,1970
1970-03-30,46,1057,1970
1970-06-08,31,2022,1970
1970-05-11,40,1177,1970
1970-04-20,36,2102,1970
